,band,species,beak length (mm),beak depth (mm),year
1726,684,fortis,10.6,8.9,1975
1727,685,fortis,8.7,8.2,1975
1728,686,fortis,10.7,9.3,1975
1729,687,fortis,10.3,8.6,1975
1730,688,fortis,10.5,9.0,1975
1731,689,fortis,9.1,7.6,1975
1732,701,fortis,9.5,8.7,1975
1733,702,fortis,10.8,9.8,1975
1734,703,fortis,10.6,9.4,1975
1735,704,fortis,9.9,9.9,1975
1736,705,fortis,11.5,10.1,1975
1737,706,fortis,11.2,9.8,1975
1738,707,fortis,9.7,7.9,1975
1739,708,fortis,12.2,10.8,1975
1740,709,fortis,9.2,7.9,1975
1741,710,fortis,10.5,10.0,1975
1742,711,fortis,10.5,8.4,1975
1743,712,fortis,10.8,9.5,1975
1744,713,fortis,10.7,8.8,1975
1745,714,fortis,11.8,10.4,1975
1746,715,fortis,9.1,8.1,1975
1747,716,fortis,10.1,9.8,1975
1748,717,fortis,10.0,8.2,1975
1749,719,fortis,11.0,9.5,1975
1750,720,fortis,12.2,10.5,1975
1751,721,fortis,11.4,9.7,1975
1752,723,fortis,10.9,9.6,1975
1753,725,fortis,10.6,9.6,1975
1754,726,fortis,9.3,7.9,1975
1755,780,fortis,10.9,10.1,1975
1756,781,fortis,10.6,9.3,1975
1757,785,fortis,11.0,10.3,1975
1758,786,fortis,9.0,7.9,1975
1759,787,fortis,11.0,9.1,1975
1760,788,fortis,10.4,8.9,1975
1761,789,fortis,10.4,8.3,1975
1762,790,fortis,9.6,9.4,1975
1763,801,fortis,10.6,9.5,1975
1764,802,fortis,10.1,8.5,1975
1765,803,fortis,9.7,8.6,1975
1766,804,fortis,9.6,8.5,1975
1767,805,fortis,10.1,8.2,1975
1768,807,fortis,9.9,7.9,1975
1769,808,fortis,11.0,10.0,1975
1770,809,fortis,10.9,9.4,1975
1771,810,fortis,9.7,8.0,1975
1772,811,fortis,10.0,8.6,1975
1773,812,fortis,10.4,9.0,1975
1774,813,fortis,11.6,9.9,1975
1775,814,fortis,9.6,8.0,1975
1776,815,fortis,10.8,9.6,1975
1777,817,fortis,10.9,9.2,1975
1778,818,fortis,10.2,9.0,1975
1779,819,fortis,10.4,9.2,1975
1780,820,fortis,11.0,9.5,1975
1781,821,fortis,10.7,9.2,1975
1782,822,fortis,11.1,9.7,1975
1783,823,fortis,10.8,9.1,1975
1784,824,fortis,10.9,9.4,1975
1785,825,fortis,9.9,8.6,1975
1786,826,fortis,11.8,9.8,1975
1787,827,fortis,9.7,8.0,1975
1788,828,fortis,11.9,10.4,1975
1789,829,fortis,9.6,8.1,1975
1790,830,fortis,10.9,9.9,1975
1791,831,fortis,10.2,8.6,1975
1792,891,fortis,9.9,8.0,1975
1793,892,fortis,11.3,9.0,1975
1794,893,fortis,10.9,9.7,1975
1795,894,fortis,9.8,8.1,1975
1796,895,fortis,10.3,8.8,1975
1797,896,fortis,8.8,7.5,1975
1798,897,fortis,11.6,10.2,1975
1799,898,fortis,9.9,8.2,1975
1800,899,fortis,9.9,8.6,1975
1801,900,fortis,9.9,8.7,1975
1802,902,fortis,10.4,8.6,1975
1803,903,fortis,11.2,9.9,1975
1804,904,fortis,10.8,9.5,1975
1805,905,fortis,9.9,8.4,1975
1806,906,fortis,9.9,8.7,1975
1807,907,fortis,10.2,8.2,1975
1808,908,fortis,10.4,9.2,1975
1809,909,fortis,9.4,8.2,1975
1810,910,fortis,10.2,9.2,1975
1811,911,fortis,11.0,9.3,1975
1812,912,fortis,10.6,8.9,1975
1813,913,fortis,10.5,9.0,1975
1814,914,fortis,10.4,9.1,1975
1815,915,fortis,10.2,8.8,1975
1816,917,fortis,10.2,8.8,1975
1817,919,fortis,11.0,9.6,1975
1818,921,fortis,11.1,10.2,1975
1819,922,fortis,9.7,8.2,1975
1820,923,fortis,10.5,8.9,1975
1821,924,fortis,10.9,9.0,1975
1822,925,fortis,10.7,8.8,1975
1823,926,fortis,11.0,9.9,1975
1824,927,fortis,10.9,9.3,1975
1825,928,fortis,11.2,9.9,1975
1826,929,fortis,11.5,9.5,1975
1827,930,fortis,10.8,10.0,1975
1828,931,fortis,10.2,8.9,1975
1829,932,fortis,11.0,9.8,1975
1830,933,fortis,10.9,9.9,1975
1831,934,fortis,10.5,8.7,1975
1832,936,fortis,10.8,9.2,1975
1833,941,fortis,9.8,8.2,1975
1834,942,fortis,9.7,7.9,1975
1835,943,fortis,10.3,9.1,1975
1836,944,fortis,10.3,8.3,1975
1837,945,fortis,11.6,10.8,1975
1838,951,fortis,10.9,9.9,1975
1839,952,fortis,10.6,9.0,1975
1840,954,fortis,11.5,9.3,1975
1841,991,fortis,10.8,9.6,1975
1842,1040,fortis,10.83,9.3,1975
1843,1368,fortis,11.73,10.2,1975
1844,1420,fortis,10.23,8.6,1975
1845,1433,fortis,11.83,10.98,1975
1846,1560,fortis,11.43,10.28,1975
1847,1581,fortis,10.73,9.6,1975
1848,1770,fortis,10.33,9.28,1975
1849,1857,fortis,10.23,9.5,1975
1850,1860,fortis,11.53,9.4,1975
1851,1884,fortis,11.03,9.15,1975
1852,2102,fortis,11.73,9.8,1975
1853,2105,fortis,10.53,9.35,1975
1854,2220,fortis,9.93,8.5,1975
1855,2381,fortis,11.23,10.5,1975
1856,2482,fortis,9.83,8.5,1975
1857,2939,fortis,9.63,8.31,1975
1858,2955,fortis,10.6,9.9,1975
1859,2974,fortis,11.88,10.36,1975
1860,3642,fortis,11.03,10.28,1975
1861,8016,fortis,10.73,8.9,1975
1862,8020,fortis,10.13,8.7,1975
1863,20139,fortis,10.15,9.15,1975
1864,20165,fortis,10.85,10.35,1975
1865,20166,fortis,10.95,8.85,1975
1866,20168,fortis,9.85,8.55,1975
1867,20204,fortis,10.25,8.95,1975
1868,20238,fortis,11.75,10.75,1975
1869,20267,fortis,10.95,10.05,1975
1870,20273,fortis,10.95,10.15,1975
1871,20283,fortis,10.55,8.45,1975
1872,20285,fortis,9.65,8.85,1975
1873,20286,fortis,11.45,10.25,1975
1874,20293,fortis,10.25,9.75,1975
1875,20298,fortis,10.05,8.95,1975
1876,302,scandens,13.9,8.4,1975
1877,304,scandens,14.0,8.8,1975
1878,306,scandens,12.9,8.4,1975
1879,310,scandens,13.5,8.0,1975
1880,317,scandens,12.9,7.9,1975
1881,318,scandens,14.6,8.9,1975
1882,319,scandens,13.0,8.6,1975
1883,322,scandens,14.2,8.5,1975
1884,325,scandens,14.0,8.9,1975
1885,327,scandens,14.2,9.1,1975
1886,351,scandens,13.1,8.6,1975
1887,353,scandens,15.1,9.8,1975
1888,357,scandens,13.5,8.2,1975
1889,358,scandens,14.4,9.0,1975
1890,359,scandens,14.9,9.7,1975
1891,361,scandens,12.9,8.6,1975
1892,362,scandens,13.0,8.2,1975
1893,363,scandens,14.9,9.0,1975
1894,364,scandens,14.0,8.4,1975
1895,365,scandens,13.8,8.6,1975
1896,367,scandens,13.0,8.9,1975
1897,404,scandens,14.75,9.1,1975
1898,406,scandens,13.7,8.3,1975
1899,407,scandens,13.8,8.7,1975
1900,408,scandens,14.0,9.6,1975
1901,409,scandens,14.6,8.5,1975
1902,412,scandens,15.2,9.1,1975
1903,421,scandens,13.5,9.0,1975
1904,429,scandens,15.1,9.2,1975
1905,460,scandens,15.0,9.9,1975
1906,464,scandens,12.8,8.6,1975
1907,467,scandens,14.9,9.2,1975
1908,469,scandens,15.3,8.4,1975
1909,470,scandens,13.4,8.9,1975
1910,471,scandens,14.2,8.5,1975
1911,472,scandens,15.1,10.4,1975
1912,478,scandens,15.1,9.6,1975
1913,508,scandens,14.0,9.1,1975
1914,523,scandens,13.6,9.3,1975
1915,525,scandens,14.0,9.3,1975
1916,562,scandens,14.0,8.8,1975
1917,568,scandens,13.9,8.3,1975
1918,569,scandens,14.0,8.8,1975
1919,570,scandens,14.9,9.1,1975
1920,571,scandens,15.6,10.1,1975
1921,573,scandens,13.8,8.9,1975
1922,575,scandens,14.4,9.2,1975
1923,577,scandens,12.8,8.5,1975
1924,612,scandens,14.2,10.2,1975
1925,613,scandens,13.4,10.1,1975
1926,614,scandens,14.0,9.2,1975
1927,718,scandens,14.8,9.7,1975
1928,722,scandens,14.2,9.1,1975
1929,724,scandens,13.5,8.5,1975
1930,727,scandens,13.4,8.2,1975
1931,728,scandens,14.6,9.0,1975
1932,729,scandens,13.5,9.3,1975
1933,782,scandens,13.7,8.0,1975
1934,783,scandens,13.9,9.1,1975
1935,784,scandens,13.1,8.1,1975
1936,806,scandens,13.4,8.3,1975
1937,816,scandens,13.8,8.7,1975
1938,890,scandens,13.6,8.8,1975
1939,901,scandens,14.0,8.6,1975
1940,916,scandens,13.5,8.7,1975
1941,918,scandens,12.8,8.0,1975
1942,920,scandens,14.0,8.8,1975
1943,935,scandens,13.4,9.0,1975
1944,953,scandens,14.9,9.1,1975
1945,1014,scandens,15.54,9.74,1975
1946,1642,scandens,14.63,9.1,1975
1947,1748,scandens,14.73,9.8,1975
1948,1841,scandens,15.73,10.4,1975
1949,1842,scandens,14.83,8.3,1975
1950,2084,scandens,15.94,9.44,1975
1951,2397,scandens,15.14,9.04,1975
1952,8110,scandens,14.23,9.0,1975
1953,20122,scandens,14.15,9.05,1975
1954,20151,scandens,14.35,9.65,1975
1955,20188,scandens,14.95,9.45,1975
1956,20210,scandens,13.95,8.65,1975
1957,20223,scandens,14.05,9.45,1975
1958,20225,scandens,14.55,9.45,1975
1959,20252,scandens,14.05,9.05,1975
1960,20255,scandens,14.45,8.75,1975
1961,20266,scandens,15.05,9.45,1975
1962,20279,scandens,13.25,8.35,1975
1963,20123,fortis,9.25,8.05,1973
1964,20126,fortis,11.35,10.45,1973
1965,20128,fortis,10.15,9.55,1973
1966,20129,fortis,9.95,8.75,1973
1967,20133,fortis,11.55,10.15,1973
1968,20136,fortis,11.15,9.85,1973
1969,20138,fortis,10.05,8.85,1973
1970,20142,fortis,11.25,10.15,1973
1971,20143,fortis,9.15,8.15,1973
1972,20146,fortis,9.25,8.55,1973
1973,20149,fortis,11.75,10.65,1973
1974,20150,fortis,9.05,8.05,1973
1975,20152,fortis,11.15,9.75,1973
1976,20155,fortis,11.25,10.15,1973
1977,20156,fortis,10.45,9.85,1973
1978,20157,fortis,10.65,9.75,1973
1979,20163,fortis,10.05,8.35,1973
1980,20164,fortis,10.45,8.55,1973
1981,20169,fortis,11.45,10.25,1973
1982,20172,fortis,11.15,9.35,1973
1983,20174,fortis,10.95,10.15,1973
1984,20176,fortis,9.55,8.55,1973
1985,20177,fortis,10.65,8.85,1973
1986,20178,fortis,10.05,9.85,1973
1987,20181,fortis,11.25,10.75,1973
1988,20183,fortis,10.85,9.85,1973
1989,20203,fortis,10.05,8.45,1973
1990,20206,fortis,11.95,10.55,1973
1991,20211,fortis,9.85,8.35,1973
1992,20215,fortis,9.35,8.25,1973
1993,20217,fortis,12.05,10.95,1973
1994,20218,fortis,10.35,9.15,1973
1995,20219,fortis,10.65,8.85,1973
1996,20221,fortis,10.95,10.05,1973
1997,20229,fortis,10.25,9.55,1973
1998,20230,fortis,12.65,12.15,1973
1999,20233,fortis,10.65,9.55,1973
2000,20235,fortis,10.75,9.75,1973
2001,20239,fortis,10.15,9.25,1973
2002,20243,fortis,10.25,9.05,1973
2003,20244,fortis,10.35,8.45,1973
2004,20246,fortis,10.55,9.55,1973
2005,20247,fortis,10.95,9.95,1973
2006,20249,fortis,11.65,10.65,1973
2007,20250,fortis,9.85,7.95,1973
2008,20253,fortis,11.15,10.65,1973
2009,20256,fortis,10.05,9.15,1973
2010,20258,fortis,11.15,10.05,1973
2011,20263,fortis,10.95,9.75,1973
2012,20268,fortis,11.05,10.05,1973
2013,20269,fortis,10.65,9.65,1973
2014,20271,fortis,10.85,9.45,1973
2015,20272,fortis,11.05,10.75,1973
2016,20275,fortis,11.05,9.85,1973
2017,20276,fortis,11.55,11.15,1973
2018,20277,fortis,11.25,10.85,1973
2019,20278,fortis,10.25,8.55,1973
2020,20282,fortis,11.05,10.25,1973
2021,20292,fortis,9.95,8.35,1973
2022,20296,fortis,10.65,9.15,1973
2023,20299,fortis,9.95,9.35,1973
2024,20301,fortis,11.05,10.15,1973
2025,20302,fortis,10.75,9.75,1973
2026,20306,fortis,11.75,10.75,1973
2027,20307,fortis,10.25,9.35,1973
2028,20308,fortis,9.45,8.65,1973
2029,20309,fortis,11.85,10.35,1973
2030,20310,fortis,10.95,10.55,1973
2031,20313,fortis,10.35,9.45,1973
2032,20317,fortis,10.15,8.85,1973
2033,20318,fortis,10.45,9.45,1973
2034,20320,fortis,11.35,9.85,1973
2035,20324,fortis,9.85,9.15,1973
2036,20121,scandens,15.15,9.35,1973
2037,20125,scandens,15.05,9.75,1973
2038,20135,scandens,14.45,8.35,1973
2039,20159,scandens,14.05,9.55,1973
2040,20160,scandens,14.25,8.55,1973
2041,20175,scandens,14.65,9.85,1973
2042,20182,scandens,15.45,10.65,1973
2043,20187,scandens,15.15,9.55,1973
2044,20200,scandens,14.95,9.85,1973
2045,20207,scandens,13.65,9.75,1973
2046,20220,scandens,14.65,7.95,1973
2047,20224,scandens,15.65,9.95,1973
2048,20245,scandens,14.05,9.55,1973
2049,20254,scandens,13.85,9.15,1973
2050,20259,scandens,14.95,10.45,1973
2051,20274,scandens,13.15,9.15,1973
2052,19022,fortis,10.0,8.5,2012
2053,19028,fortis,12.5,8.9,2012
2054,19032,fortis,9.3,7.5,2012
2055,19041,fortis,10.3,9.6,2012
2056,19044,fortis,11.0,9.2,2012
2057,19048,fortis,10.1,8.2,2012
2058,19072,fortis,9.6,7.8,2012
2059,19082,fortis,10.9,8.6,2012
2060,19104,fortis,10.3,8.4,2012
2061,19114,fortis,9.8,7.7,2012
2062,19121,fortis,10.1,8.0,2012
2063,19126,fortis,10.4,8.7,2012
2064,19146,fortis,9.6,8.1,2012
2065,19164,fortis,10.6,8.8,2012
2066,19174,fortis,10.6,9.4,2012
2067,19203,fortis,11.9,10.0,2012
2068,19210,fortis,11.3,9.6,2012
2069,19217,fortis,11.3,9.6,2012
2070,19224,fortis,9.7,8.1,2012
2071,19226,fortis,9.7,7.5,2012
2072,19252,fortis,10.1,8.4,2012
2073,19263,fortis,10.0,7.9,2012
2074,19274,fortis,10.0,8.3,2012
2075,19280,fortis,10.0,8.9,2012
2076,19288,fortis,11.5,9.1,2012
2077,19328,fortis,9.5,7.7,2012
2078,19349,fortis,11.2,8.3,2012
2079,19362,fortis,10.7,8.6,2012
2080,19372,fortis,10.0,8.4,2012
2081,19382,fortis,9.8,7.7,2012
2082,19384,fortis,10.9,9.1,2012
2083,19392,fortis,9.2,7.7,2012
2084,19394,fortis,10.2,9.0,2012
2085,19422,fortis,11.3,10.2,2012
2086,19439,fortis,10.3,8.1,2012
2087,19461,fortis,10.7,8.6,2012
2088,19482,fortis,10.0,8.4,2012
2089,19502,fortis,9.7,8.1,2012
2090,19511,fortis,9.9,8.0,2012
2091,19536,fortis,10.7,8.3,2012
2092,19563,fortis,11.0,10.3,2012
2093,19568,fortis,9.7,8.0,2012
2094,19602,fortis,10.5,8.8,2012
2095,19604,fortis,11.7,9.0,2012
2096,19614,fortis,10.8,9.3,2012
2097,19623,fortis,9.1,7.6,2012
2098,19627,fortis,10.9,8.2,2012
2099,19642,fortis,12.2,10.0,2012
2100,19649,fortis,10.9,8.2,2012
2101,19654,fortis,10.7,8.2,2012
2102,19674,fortis,10.4,8.3,2012
2103,19682,fortis,9.7,7.8,2012
2104,19712,fortis,10.3,8.0,2012
2105,19734,fortis,9.8,8.4,2012
2106,19746,fortis,10.6,9.3,2012
2107,19749,fortis,10.5,8.9,2012
2108,19774,fortis,12.5,9.7,2012
2109,19782,fortis,9.2,7.6,2012
2110,19815,fortis,10.1,9.0,2012
2111,19820,fortis,10.6,8.6,2012
2112,19821,fortis,11.5,8.9,2012
2113,19829,fortis,10.8,8.6,2012
2114,19832,fortis,10.5,8.8,2012
2115,19835,fortis,10.1,8.5,2012
2116,19840,fortis,10.7,9.2,2012
2117,19849,fortis,9.6,8.0,2012
2118,19874,fortis,10.7,9.4,2012
2119,19878,fortis,10.1,7.7,2012
2120,19889,fortis,10.0,8.4,2012
2121,19914,fortis,10.0,8.5,2012
2122,19921,fortis,10.4,9.0,2012
2123,19922,fortis,10.4,9.0,2012
2124,19928,fortis,11.7,9.3,2012
2125,19932,fortis,10.6,8.7,2012
2126,19942,fortis,11.5,8.1,2012
2127,19946,fortis,10.7,8.7,2012
2128,19947,fortis,10.4,7.9,2012
2129,19952,fortis,10.1,7.7,2012
2130,19974,fortis,10.8,8.4,2012
2131,19993,fortis,11.5,9.25,2012
2132,19994,fortis,11.1,8.1,2012
2133,21049,fortis,9.9,8.3,2012
2134,21052,fortis,10.5,8.5,2012
2135,21080,fortis,12.2,9.9,2012
2136,21082,fortis,10.9,8.4,2012
2137,21087,fortis,12.9,9.9,2012
2138,21088,fortis,9.7,7.2,2012
2139,21089,fortis,9.7,8.2,2012
2140,21090,fortis,10.0,8.2,2012
2141,21129,fortis,10.1,8.3,2012
2142,21160,fortis,10.2,8.4,2012
2143,21161,fortis,9.6,7.5,2012
2144,21162,fortis,9.9,8.2,2012
2145,21165,fortis,10.6,8.6,2012
2146,21169,fortis,9.8,8.2,2012
2147,21191,fortis,11.1,8.8,2012
2148,21244,fortis,10.0,8.5,2012
2149,21247,fortis,10.9,8.1,2012
2150,21249,fortis,10.0,8.3,2012
2151,21258,fortis,10.6,8.5,2012
2152,21259,fortis,10.7,8.1,2012
2153,21261,fortis,9.4,7.3,2012
2154,21262,fortis,10.1,8.0,2012
2155,21265,fortis,11.8,10.2,2012
2156,21266,fortis,12.2,11.1,2012
2157,21272,fortis,12.9,9.9,2012
2158,21273,fortis,10.1,8.7,2012
2159,21276,fortis,10.1,8.3,2012
2160,21277,fortis,9.0,7.8,2012
2161,21282,fortis,11.7,9.9,2012
2162,21283,fortis,10.9,10.3,2012
2163,21287,fortis,10.4,8.4,2012
2164,21293,fortis,12.7,8.7,2012
2165,21294,fortis,10.5,9.8,2012
2166,21296,fortis,9.6,8.7,2012
2167,21298,fortis,10.6,9.0,2012
2168,21299,fortis,10.4,7.8,2012
2169,21341,fortis,10.5,8.5,2012
2170,21343,fortis,10.1,8.2,2012
2171,21349,fortis,10.6,9.2,2012
2172,22000,fortis,10.6,9.0,2012
2173,19026,scandens,14.3,9.4,2012
2174,19029,scandens,13.7,9.5,2012
2175,19094,scandens,13.8,11.0,2012
2176,19122,scandens,12.0,8.7,2012
2177,19125,scandens,13.0,8.4,2012
2178,19129,scandens,13.0,9.1,2012
2179,19172,scandens,13.6,8.7,2012
2180,19182,scandens,12.8,10.2,2012
2181,19212,scandens,13.6,9.6,2012
2182,19214,scandens,12.95,8.85,2012
2183,19244,scandens,13.1,8.8,2012
2184,19251,scandens,13.4,9.5,2012
2185,19260,scandens,13.9,9.2,2012
2186,19270,scandens,12.3,9.0,2012
2187,19278,scandens,14.0,9.8,2012
2188,19289,scandens,12.5,9.3,2012
2189,19299,scandens,12.3,9.0,2012
2190,19312,scandens,13.9,10.2,2012
2191,19326,scandens,13.1,7.7,2012
2192,19343,scandens,12.5,9.0,2012
2193,19374,scandens,13.9,9.5,2012
2194,19401,scandens,13.7,9.4,2012
2195,19406,scandens,12.0,8.0,2012
2196,19408,scandens,14.4,8.9,2012
2197,19426,scandens,13.5,9.4,2012
2198,19430,scandens,13.8,9.5,2012
2199,19433,scandens,13.0,8.0,2012
2200,19438,scandens,14.9,10.0,2012
2201,19452,scandens,12.5,8.95,2012
2202,19466,scandens,12.3,8.2,2012
2203,19469,scandens,12.8,8.8,2012
2204,19486,scandens,13.4,9.2,2012
2205,19492,scandens,13.8,9.4,2012
2206,19493,scandens,13.5,9.5,2012
2207,19494,scandens,13.5,8.1,2012
2208,19495,scandens,13.4,9.5,2012
2209,19496,scandens,12.3,8.4,2012
2210,19497,scandens,14.35,9.3,2012
2211,19510,scandens,13.2,9.3,2012
2212,19513,scandens,13.8,9.6,2012
2213,19518,scandens,14.6,9.2,2012
2214,19526,scandens,14.3,10.0,2012
2215,19527,scandens,13.8,8.9,2012
2216,19528,scandens,13.6,10.5,2012
2217,19543,scandens,12.9,8.9,2012
2218,19553,scandens,13.0,8.6,2012
2219,19554,scandens,13.5,8.8,2012
2220,19573,scandens,13.2,9.15,2012
2221,19592,scandens,13.7,9.5,2012
2222,19594,scandens,13.1,9.1,2012
2223,19597,scandens,13.2,10.2,2012
2224,19598,scandens,12.6,8.4,2012
2225,19599,scandens,13.0,10.0,2012
2226,19619,scandens,13.9,10.2,2012
2227,19622,scandens,13.2,9.3,2012
2228,19652,scandens,15.0,10.8,2012
2229,19653,scandens,13.37,8.3,2012
2230,19664,scandens,11.4,7.8,2012
2231,19692,scandens,13.8,9.8,2012
2232,19720,scandens,13.0,7.9,2012
2233,19740,scandens,13.0,8.9,2012
2234,19747,scandens,13.1,7.7,2012
2235,19766,scandens,12.8,8.9,2012
2236,19783,scandens,13.3,9.4,2012
2237,19844,scandens,13.5,9.4,2012
2238,19848,scandens,12.4,8.5,2012
2239,19852,scandens,13.1,8.5,2012
2240,19854,scandens,14.0,9.6,2012
2241,19855,scandens,13.5,10.2,2012
2242,19868,scandens,11.8,8.8,2012
2243,19882,scandens,13.7,9.5,2012
2244,19900,scandens,13.2,9.3,2012
2245,19910,scandens,12.2,9.0,2012
2246,19936,scandens,13.0,9.2,2012
2247,19940,scandens,13.1,8.7,2012
2248,19941,scandens,14.7,9.0,2012
2249,19951,scandens,13.7,9.1,2012
2250,19955,scandens,13.5,8.7,2012
2251,19956,scandens,13.3,9.4,2012
2252,21040,scandens,14.1,9.8,2012
2253,21041,scandens,12.5,8.6,2012
2254,21045,scandens,13.7,10.6,2012
2255,21047,scandens,14.6,9.0,2012
2256,21053,scandens,14.1,9.5,2012
2257,21057,scandens,12.9,8.1,2012
2258,21070,scandens,13.9,9.3,2012
2259,21081,scandens,13.4,9.6,2012
2260,21092,scandens,13.0,8.5,2012
2261,21093,scandens,12.7,8.2,2012
2262,21106,scandens,12.1,8.0,2012
2263,21109,scandens,14.0,9.5,2012
2264,21111,scandens,14.9,9.7,2012
2265,21113,scandens,13.9,9.9,2012
2266,21131,scandens,12.9,9.1,2012
2267,21135,scandens,14.6,9.5,2012
2268,21136,scandens,14.0,9.8,2012
2269,21159,scandens,13.0,8.4,2012
2270,21167,scandens,12.7,8.3,2012
2271,21176,scandens,14.0,9.6,2012
2272,21248,scandens,14.1,9.4,2012
2273,21253,scandens,14.1,10.0,2012
2274,21255,scandens,13.0,8.9,2012
2275,21256,scandens,13.5,9.1,2012
2276,21257,scandens,13.4,9.8,2012
2277,21260,scandens,13.9,9.3,2012
2278,21263,scandens,13.1,9.9,2012
2279,21267,scandens,12.9,8.9,2012
2280,21268,scandens,14.0,8.5,2012
2281,21270,scandens,14.0,10.6,2012
2282,21271,scandens,14.1,9.3,2012
2283,21278,scandens,14.7,8.9,2012
2284,21279,scandens,13.4,8.9,2012
2285,21280,scandens,13.8,9.7,2012
2286,21281,scandens,13.4,9.8,2012
2287,21285,scandens,13.8,10.5,2012
2288,21286,scandens,12.4,8.4,2012
2289,21288,scandens,14.1,10.0,2012
2290,21289,scandens,12.9,9.0,2012
2291,21290,scandens,13.9,8.7,2012
2292,21291,scandens,14.3,8.8,2012
2293,21292,scandens,13.2,8.4,2012
2294,21295,scandens,14.2,9.3,2012
2295,21297,scandens,13.0,9.8,2012
2296,21340,scandens,14.6,8.9,2012
2297,21342,scandens,13.1,9.8,2012
2298,21347,scandens,15.2,9.1,2012
